module,variable,value
34,After,266.5036412
34,After,62.9408355
72,After,314.1952379
34,After,56.2567493
59,After,68.49108215
34,After,66.19669562
72,After,214.9728508
34,After,37.47335532
34,After,64.54489911
72,After,213.014532
34,After,48.45769236
34,After,105.8763164
34,After,46.06555603
72,After,82.98866309
72,After,250.8370092
34,After,107.5584607
34,After,67.79672039
72,After,391.5280745
34,After,38.24802042
72,After,219.5149751
34,After,163.374998
72,After,290.2525711
72,After,192.3635548
34,After,64.72936283
72,After,59.14672203
72,After,274.1373707
72,After,34.03095729
72,After,305.3830778
72,After,207.2310954
34,After,141.9405541
72,After,408.1434501
34,After,67.5200251
34,After,41.32921787
72,After,339.2476113
34,After,54.806226
72,After,383.948034
72,After,233.4937597
34,After,16.84992457
72,After,174.6426897
34,After,16.38706732
72,After,114.5622307
34,After,30.78742527
34,After,27.91718673
34,After,34.91856141
34,After,97.4872524
72,After,144.1550577
72,After,125.9850583
72,After,360.1924876
34,After,86.27498353
34,After,22.11275988
34,After,88.42615624
72,After,378.1341918
72,After,176.0573853
34,After,71.33169919
34,After,83.34434141
72,After,229.8685675
72,After,156.5574823
34,After,80.82371893
34,After,25.78014943
72,After,280.1465472
72,After,132.4406405
72,After,270.117047
34,After,45.39781586
34,After,24.73631434
72,After,94.26124234
34,After,170.1461825
72,After,104.6735058
72,After,160.9908919
72,After,114.6578376
72,After,270.0347342
34,After,92.97117598
72,After,68.52408253
34,After,93.15928403
72,After,62.75427793
34,After,40.89980851
72,After,98.81650388
72,After,57.37032502
72,After,176.1679213
34,After,53.99367987
34,After,154.3081099
34,After,119.9430425
34,After,67.45326851
72,After,260.2934779
72,After,329.3772649
34,After,97.99249747
34,After,137.6269648
34,After,107.6068499
72,After,245.485516
72,After,212.8979887
34,After,38.23331864
72,After,74.2393704
75,After,16.33099101
75,After,14.66151961
75,After,15.13392011
34,After,109.4629292
34,After,26.58172765
34,After,151.3585148
34,After,57.95055883
72,After,150.8851071
72,After,285.9698154
72,After,154.1714044
34,After,138.7370341
72,After,273.3074557
34,After,64.32785711
34,After,60.06160891
34,After,52.99044342
72,After,265.8974415
72,After,233.9841952
34,After,117.5419242
34,After,81.87830029
34,After,120.870291
72,After,110.0277478
34,After,226.9315849
34,After,84.95865428
66,After,58.18646545
72,After,213.5073277
34,After,18.10692976
34,After,105.6990336
72,After,77.80080896
34,After,10.54565582
34,After,137.0839868
34,After,107.5821757
72,After,263.5197068
72,After,305.5568248
34,After,26.63365336
34,After,93.53747612
34,After,102.2296898
72,After,110.3589847
72,After,160.4522928
34,After,141.772425
72,After,176.5187454
34,After,151.4524339
34,After,26.07960599
34,After,77.78727112
72,After,123.2435158
72,After,234.5070922
34,After,36.10488702
34,After,15.19051327
72,After,224.2901353
34,After,80.6319837
72,After,134.2512983
34,After,208.4784697
72,After,218.1708274
72,After,144.6446893
72,After,99.68548996
34,After,182.1849989
34,After,94.03779207
34,After,162.6023667
34,After,72.94122418
34,After,94.97052523
34,After,151.9004219
72,After,146.8975095
72,After,64.67233865
34,After,113.5020266
72,After,271.0850577
34,After,13.63466827
72,After,39.54336743
72,After,406.7841527
34,After,36.87845582
75,After,18.67304574
72,After,131.7030129
34,After,60.61093801
34,After,41.58474139
72,After,71.84281814
72,After,138.7749623
34,After,24.34764279
34,After,97.23465068
34,After,16.19774452
72,After,57.63542911
34,After,37.90213672
34,After,74.28676726
34,After,47.1931223
34,After,88.18710546
72,After,277.1453984
34,After,26.18891651
34,After,48.30601982
34,After,100.3264182
34,After,114.8858418
34,After,24.19267374
72,After,69.41184731
34,After,122.3740286
34,After,78.61398219
34,After,12.55297103
34,After,24.03129394
72,After,307.3812628
34,After,39.64627867
34,After,37.19008851
34,After,24.54078154
34,After,81.86270378
72,After,181.8981067
34,After,133.5246197
34,After,124.9114644
34,After,52.65216055
34,After,57.25855996
72,After,87.19524864
72,After,318.6557095
34,After,21.9108943
72,After,242.4549292
34,After,68.61574348
34,After,135.3607412
72,After,354.242771
72,After,196.7840022
34,After,43.99398012
72,After,46.17577428
72,After,115.8181023
72,After,243.6760413
34,After,52.89326463
72,After,129.7676478
34,After,96.97311564
34,After,62.96358735
34,After,97.47906371
72,After,235.7529066
34,After,49.9754992
72,After,200.0853097
34,After,18.8447681
34,After,105.3573702
66,After,60.31978823
72,After,190.2629604
72,After,84.29928958
34,After,141.8116044
72,After,129.8225281
34,After,17.46843785
72,After,159.1151475
34,After,45.5205981
72,After,162.053571
72,After,174.4031352
34,After,26.94309092
34,After,65.75090696
34,After,74.04672457
34,After,31.78746929
34,After,37.56126379
34,After,52.67432072
34,After,166.9160922
72,After,164.9509832
34,After,36.46743896
34,After,48.38483706
34,After,30.082371
72,After,112.4792881
34,After,96.14065221
72,After,240.8500045
72,After,192.1363617
34,After,53.78291048
72,After,161.1853722
72,After,222.4989565
72,After,202.6841042
74,After,27.40053408
34,After,140.1653283
34,After,9.233891835
72,After,97.97048756
34,After,46.78645481
34,After,36.80658658
34,After,171.1150466
72,After,40.69610835
72,After,297.4847393
34,After,33.97889159
34,After,124.7121395
34,After,43.97517846
72,After,43.60019102
34,After,91.23573395
34,After,123.3535079
34,After,61.88082851
72,After,34.96934996
34,After,53.33188196
34,After,57.84883535
34,After,20.27503459
72,After,187.9636343
72,After,158.9697606
34,After,54.97214315
34,After,42.89261162
34,After,78.38082785
74,After,28.59417366
34,After,50.36523399
72,After,105.7875878
72,After,164.5653899
72,After,98.56323745
34,After,188.2848111
34,After,34.50554852
72,After,226.9675103
34,After,54.49964858
72,After,168.0687258
72,After,218.0382807
72,After,235.0214072
72,After,186.9862123
72,After,210.1881639
34,After,156.6336521
72,After,148.291871
34,After,141.6402211
34,After,218.6486699
34,After,170.5421543
34,After,138.1321315
34,After,18.4619056
34,After,141.8057885
34,After,20.04542766
34,After,119.4116556
34,After,24.75899505
34,After,94.31917927
72,After,182.0355682
34,After,26.41628996
34,After,76.41376354
34,After,40.01247096
34,After,73.79672575
34,After,130.5832121
72,After,262.5080773
34,After,40.93525998
34,After,49.12071763
72,After,77.09340921
34,After,55.11643337
72,After,296.3444346
72,After,291.3490269
72,After,215.4860918
34,After,92.27218346
34,After,46.70795216
72,After,286.1257828
72,After,194.8692529
72,After,273.4487892
34,After,119.0895628
34,After,65.15613945
34,After,83.88469772
72,After,211.9141237
34,After,87.33279541
34,After,191.1363636
72,After,279.4730694
72,After,208.857287
72,After,179.3627043
34,After,205.0464149
34,After,52.62839459
34,After,55.16659552
72,After,58.79463252
34,After,67.42108229
34,After,78.5707171
34,After,53.48718324
34,After,77.63315872
34,After,45.64606513
34,After,100.046913
34,After,35.31728569
34,After,155.1895707
34,After,50.96115084
34,After,87.15041375
72,After,351.7080725
34,After,225.2655911
34,After,5.326574084
72,After,360.0472119
74,After,22.21752847
72,After,206.4132395
72,After,89.70861431
72,After,115.4090091
34,After,35.99291536
72,After,255.8259484
72,After,251.5802637
34,After,67.34592105
72,After,81.6866624
34,After,65.79923099
34,After,54.06147165
72,After,156.3535382
72,After,286.0812243
34,After,51.88901197
72,After,218.304257
34,After,23.45355896
34,After,84.86673694
34,After,56.14606725
72,After,159.3672151
72,After,73.74567579
34,After,59.96417452
72,After,87.19116396
34,After,50.02240793
72,After,175.6969424
34,After,67.32881305
72,After,244.3850422
72,After,322.816565
34,After,142.152805
34,After,83.00620943
34,After,18.2363937
34,After,80.82524841
34,After,49.69016732
34,After,32.47537416
34,After,94.27091934
72,After,214.0356295
72,After,79.61408867
72,After,142.5994278
34,After,50.60358416
72,After,197.8736831
34,After,17.42923003
72,After,168.3834878
34,After,87.90472157
34,After,81.64719186
72,After,238.9591282
34,After,92.48145819
34,After,87.1042421
72,After,163.6754094
72,After,130.542335
72,After,106.1703506
34,After,23.68934412
72,After,135.7687032
72,After,144.6092776
34,After,144.7083333
34,After,53.43366987
72,After,116.4701845
72,After,256.4974783
72,After,201.8492146
72,After,175.98409
72,After,261.4699749
72,After,112.8677631
72,After,165.391334
34,After,33.69638487
34,After,137.75814
72,After,253.9790315
34,After,55.87183396
72,After,165.950995
34,After,20.56837065
34,After,59.03914916
72,After,136.0571167
34,After,48.34689914
34,After,58.15428512
34,After,163.8987239
72,After,151.128428
34,After,23.84763529
72,After,415.5169904
34,After,25.43371974
34,After,70.07077479
72,After,252.3529791
34,After,40.50759458
72,After,249.8895842
34,After,143.548107
34,After,53.58173725
72,After,249.1866077
34,After,37.76979969
72,After,116.2935311
72,After,65.98958124
34,After,2.180800041
34,After,82.94587675
72,After,253.0659234
34,After,115.2543743
34,After,83.39092855
34,After,153.780596
72,After,194.7384437
72,After,67.19240982
72,After,287.4467099
72,After,219.0746689
66,After,58.2658985
34,After,52.40624622
34,After,137.6473224
34,After,137.203905
34,After,292.8506841
72,After,59.60756626
34,After,117.6691031
72,After,136.9622266
72,After,310.8226208
34,After,73.65358657
34,After,125.6144108
72,After,188.7038565
34,After,128.7680196
72,After,254.2262625
72,After,195.8809598
72,After,161.6032348
34,After,72.55055216
34,After,15.25537813
72,After,42.14469551
34,After,71.41694153
72,After,268.4377328
72,After,145.1781774
72,After,50.60240094
72,After,73.20579417
34,After,158.6751643
34,After,129.3415165
34,After,117.386391
34,After,105.2394979
34,After,71.46270805
34,After,60.55164153
34,After,84.04238911
34,After,57.59335935
34,After,142.601982
34,After,26.47240763
34,After,50.93373302
72,After,246.2718929
34,After,35.07933878
34,After,16.67340688
72,After,145.8027811
34,After,234.1427889
34,After,171.2907929
34,After,104.7138864
34,After,36.61489339
72,After,228.4115293
72,After,156.0712438
34,After,91.85355153
34,After,36.9621739
34,After,121.5883854
34,After,9.554376534
34,After,149.5606859
72,After,238.9851805
72,After,159.3599028
72,After,242.4015144
34,After,16.35741238
34,After,74.10648593
34,After,233.5583524
34,After,61.31621767
34,After,134.6411874
72,After,174.9021148
74,After,27.35702716
72,After,242.6923002
72,After,94.90444905
72,After,374.6896529
34,After,148.1131111
72,After,276.8257634
34,After,17.48874023
72,After,173.5150179
34,After,65.7534796
34,After,10.9654041
34,After,91.95975465
34,After,97.13089814
72,After,413.5860435
34,After,181.5386954
34,After,107.1030112
72,After,123.9509038
34,After,102.6839834
34,After,38.85586605
34,After,93.16416667
72,After,246.7778758
34,After,139.8033922
34,After,40.98664123
34,After,70.72410811
72,After,79.11376524
72,After,113.602812
34,After,122.6899422
34,After,149.8692808
72,After,87.82301539
34,After,110.2057493
72,After,197.4091356
34,After,81.91530788
34,After,123.5151492
34,After,33.60134013
34,After,155.2567998
34,After,86.87880486
72,After,230.716406
34,After,50.16401024
72,After,174.1224419
34,After,63.46827444
34,After,77.48925968
34,After,18.53083574
34,After,30.69581601
34,After,101.3324008
72,After,84.16161782
72,After,185.3199858
72,After,26.36480919
34,After,75.64034961
72,After,215.7353493
34,After,43.97085467
34,After,127.8220223
72,After,44.80840713
72,After,142.1553979
72,After,332.9381496
72,After,85.43554406
34,After,127.33933
72,After,222.2445853
72,After,130.9137023
34,After,117.2847171
34,After,50.94206523
34,After,111.6955455
72,After,196.3467187
34,After,82.94674614
72,After,87.61196788
34,After,44.29157383
34,After,39.37272939
34,After,109.9397524
72,After,296.8622296
72,After,78.9549735
66,After,60.44432047
72,After,295.5259235
72,After,291.0250126
72,After,131.6194711
34,After,116.8111731
34,After,209.2354909
34,After,15.20133336
34,After,72.67243619
34,After,133.6956058
72,After,296.4528893
34,After,25.5335173
34,After,23.17571456
34,After,67.32327381
72,After,246.8530256
34,After,163.7929317
34,After,33.1383448
34,After,142.0708101
72,After,68.46190651
34,After,17.62687336
34,After,170.3296308
72,After,220.5180271
34,After,110.6968985
72,After,204.7228099
72,After,309.9948896
72,After,132.0709309
34,After,88.83912085
72,After,332.721306
34,After,34.12469846
34,After,32.72034633
34,After,53.07150303
72,After,245.8087946
34,After,111.2401517
34,After,18.56507974
72,After,113.0879725
34,After,35.74821078
34,After,222.5392769
34,After,92.4094168
72,After,346.8107051
34,After,21.41799627
72,After,196.5634758
72,After,141.9675248
34,After,64.62714832
34,After,146.8574764
34,After,42.90471576
72,After,79.19350171
34,After,128.4853173
72,After,157.5476908
72,After,248.2645001
34,After,93.49936736
34,After,79.49265109
72,After,158.8778755
34,After,81.66989063
34,After,60.97438965
74,After,28.01527307
34,After,157.0263212
72,After,295.5655621
72,After,149.9278956
72,After,199.5617104
72,After,94.19765557
34,After,95.7699305
72,After,164.7543074
34,After,114.6720732
72,After,281.790097
34,After,104.0791375
72,After,309.9908021
72,After,145.6558148
72,After,218.2334256
34,After,43.96006653
72,After,53.32764166
34,After,49.00090383
72,After,146.4021617
72,After,121.0814148
34,After,24.1360022
34,After,43.7738956
34,After,37.26438019
72,After,115.7373158
34,After,33.75129265
34,After,51.10913785
72,After,84.55027873
34,After,84.53396268
34,After,161.8896103
72,After,255.8037344
72,After,150.9249722
72,After,123.2487203
34,After,191.8136172
72,After,238.3395003
34,After,47.88726126
34,After,81.79665393
34,After,54.94746132
34,After,35.04191908
34,After,105.0672192
72,After,61.29587276
34,After,172.5220565
34,After,28.9257527
34,After,145.5624254
34,After,139.1406557
72,After,341.9024158
72,After,196.6013644
34,After,27.77073474
72,After,183.3789275
72,After,69.16104774
72,After,265.5291698
34,After,178.4356458
72,After,174.5479997
72,After,161.30627
34,After,99.6722138
72,After,102.9144966
72,After,254.4184015
34,After,63.11002592
72,After,133.1098826
34,After,26.82749499
72,After,171.5640117
34,After,120.6713738
72,After,183.5432504
34,After,34.9430406
72,After,130.7235986
34,After,3.520219805
34,After,39.45199066
34,After,121.3882618
34,After,64.87103933
34,After,55.7325637
72,After,251.8572709
34,After,96.12021141
34,After,80.99578371
72,After,244.3887487
34,After,163.3824012
34,After,98.62427864
72,After,199.1770047
34,After,54.61828407
72,After,78.5533943
34,After,62.52855375
34,After,96.15461308
72,After,173.8598929
72,After,203.80077
34,After,21.37467054
72,After,38.07057711
34,After,77.5932524
34,After,20.1196231
72,After,199.2660253
34,After,170.9694278
34,After,93.20674338
34,After,104.681455
34,After,127.1007273
34,After,59.37510819
72,After,165.5711511
34,After,121.950161
34,After,58.95435792
34,After,189.1356772
34,After,120.5307238
72,After,372.3119303
34,After,103.4602972
34,After,114.2735123
72,After,72.8185828
72,After,116.9998669
72,After,182.2698353
72,After,120.1416124
72,After,136.0416635
72,After,221.6184823
34,After,79.56739946
72,After,98.52922611
34,After,230.0055681
74,After,18.78109222
34,After,38.14764331
34,After,51.29518991
34,After,12.64817434
34,After,40.62366372
34,After,67.06408275
34,After,124.9200416
72,After,321.3163
34,After,75.23537115
34,After,154.3599214
34,After,88.81609816
72,After,83.6816493
72,After,25.09686022
34,After,13.88521947
34,After,77.43939182
72,After,298.9842818
72,After,129.2824134
34,After,135.5445766
34,After,119.8895875
34,After,110.2674231
72,After,163.2626972
72,After,143.307101
34,After,217.4890188
72,After,37.32857804
72,After,48.50198549
34,After,134.4775589
72,After,102.4468331
72,After,242.258504
72,After,74.25633321
72,After,307.4760423
34,After,84.81235346
34,After,70.07897258
72,After,107.1398881
72,After,283.4767978
34,After,53.96369069
72,After,247.5583998
72,After,346.6452657
72,After,50.62146666
34,After,112.7830828
72,After,125.0018718
72,After,149.4086041
34,After,28.59612459
34,After,119.184336
34,After,114.673993
72,After,384.8683308
72,After,122.3051754
72,After,143.6618378
34,After,169.7911564
34,After,71.45652576
72,After,267.8054239
34,After,79.17886353
72,After,395.1102091
34,After,29.05318028
34,After,129.8646299
34,After,53.73351138
34,After,25.3750464
72,After,162.7341813
34,After,121.3894306
34,After,35.79896673
34,After,100.1281784
72,After,49.06417229
72,After,279.6125276
72,After,383.4411962
72,After,400.2263381
72,After,94.90291662
34,After,144.2452271
72,After,157.2047571
34,After,32.31134922
72,After,134.8654148
72,After,174.881192
34,After,26.03226305
72,After,107.8194012
72,After,133.0496191
34,After,20.57055522
34,After,100.2912867
72,After,239.2443506
72,After,61.82980628
34,After,44.3502916
72,After,50.32969597
34,After,94.339709
34,After,32.8721168
72,After,115.9492243
34,After,121.8070907
34,After,116.9587894
34,After,78.55494633
34,After,17.08100209
34,After,42.62950626
34,After,53.34138389
34,After,120.2142737
34,After,54.74820952
34,After,73.52549318
72,After,158.7785167
34,After,88.27036361
34,After,113.0150995
72,After,200.9434464
34,After,68.1518678
72,After,263.9045058
34,After,49.74233635
34,After,34.38190841
34,After,63.15665529
34,After,122.8955093
72,After,333.4350513
34,After,90.86917718
34,After,81.44602639
34,After,61.25002876
34,After,38.01672829
34,After,23.89359614
34,After,196.4281682
34,After,71.09593544
72,After,61.18548374
34,After,169.5040786
34,After,197.1243277
34,After,151.2780347
72,After,77.13161812
72,After,359.6018639
34,After,51.26486388
34,After,294.9595828
34,After,93.44550401
34,After,42.52992164
72,After,268.0792582
34,After,126.9170743
72,After,111.956286
34,After,66.56944784
34,After,30.60137694
34,After,137.2877051
34,After,94.53890922
34,After,44.80130271
72,After,128.4007135
34,After,46.2987772
72,After,279.3727131
34,After,50.79585696
34,After,161.7274707
72,After,266.246756
34,After,42.45768758
34,After,235.301082
34,After,69.80569746
34,After,54.78101057
34,After,121.1163297
34,After,108.2305314
34,After,62.56771326
72,After,324.6410206
72,After,209.42275
34,After,168.1692206
34,After,25.24388279
72,After,72.76782602
34,After,66.439986
34,After,26.76632345
72,After,51.60527624
72,After,156.7427666
72,After,160.4478448
34,After,73.01290305
34,After,119.4350141
34,After,160.1690683
34,After,109.4766999
72,After,114.2939647
72,After,199.9257013
34,After,174.6084668
72,After,307.0694641
34,After,88.60974883
34,After,205.3952011
34,After,47.66487596
34,After,92.12308353
34,After,61.57662113
34,After,173.4611761
34,After,193.2925575
34,After,106.6644865
34,After,128.601526
34,After,67.43989287
72,After,88.29718465
34,After,91.99118204
34,After,84.07768734
34,After,94.66491161
34,After,167.5400372
34,After,71.76112813
72,After,300.2830017
72,After,99.40588615
34,After,82.96483151
34,After,7.040984154
34,After,67.59128086
34,After,143.4863121
72,After,159.7997441
34,After,97.23078827
34,After,43.45606843
34,After,126.7157541
34,After,100.4246202
72,After,191.4015023
72,After,334.8638413
72,After,366.0927694
72,After,226.5619803
34,After,163.8131446
72,After,209.3355607
34,After,110.2089281
34,After,45.62879227
72,After,222.6571615
34,After,41.75903978
72,After,209.5665493
34,After,106.5691704
72,After,288.4483196
72,After,159.8157496
72,After,67.62289265
72,After,349.3231059
34,After,151.2789408
34,After,122.5001518
34,After,40.51518944
34,After,133.1461632
34,After,43.18919536
34,After,48.50193763
72,After,118.310083
34,After,69.22899708
34,After,79.72290437
34,After,110.8754184
72,After,219.8858173
72,After,55.9210135
34,After,133.8386243
34,After,91.69453134
34,After,98.18793341
66,After,56.56598552
72,After,108.1621266
34,After,90.19248293
34,After,146.8416123
72,After,260.6592712
72,After,57.71012435
72,After,153.7573469
34,After,41.34546351
34,After,47.14936911
34,After,56.42679011
72,After,127.367278
72,After,241.2743681
34,After,144.6854645
34,After,83.25500644
34,After,157.6439801
72,After,341.9676907
72,After,115.8476925
34,After,12.78426794
34,After,12.70413731
72,After,155.214536
72,After,160.9534644
34,After,137.5497749
34,After,63.57439511
72,After,329.3050811
72,After,249.2076876
34,After,14.51816293
72,After,125.8247437
34,After,16.15449424
34,After,70.56976228
34,After,10.22626113
72,After,138.4565059
34,After,40.23711358
72,After,167.8952284
72,After,234.9471702
34,After,37.81964387
34,After,51.43505182
34,After,146.4660247
72,After,64.00204315
34,After,181.859956
34,After,52.90542411
72,After,156.6058036
72,After,152.4473745
72,After,90.43073463
72,After,332.9938372
34,After,14.32316484
34,After,108.697548
72,After,246.9737503
72,After,154.8563895
72,After,110.7491607
72,After,172.6031479
72,After,150.8031141
34,After,67.22637093
72,After,191.0423143
34,After,77.15861664
34,After,60.13803702
34,After,137.3700829
34,After,139.9061085
34,After,109.7489453
34,After,23.78493771
72,After,176.1238688
75,After,15.56238358
72,After,177.4801026
72,After,80.80162273
34,After,119.6055182
72,After,141.3969179
34,After,138.674278
72,After,350.1370543
34,After,29.38245823
72,After,173.6838202
34,After,101.5869029
34,After,52.77006245
34,After,35.53481614
34,After,70.41434252
34,After,50.63046291
72,After,209.8530249
34,After,64.08114625
72,After,35.65147935
34,After,12.77958699
34,After,30.66048819
34,After,55.44847113
34,After,5.532731776
72,After,154.6768619
72,After,143.3022088
72,After,56.49050245
72,After,257.9455318
34,After,57.87917727
34,After,54.1871519
72,After,166.6825135
34,After,42.86494599
34,After,19.54847601
72,After,177.4266946
34,After,124.5668275
34,After,78.2478748
34,After,36.17021909
34,After,35.69521056
34,After,223.8887114
72,After,159.147637
72,After,331.814923
72,After,213.4648801
34,After,98.33180647
34,After,57.04204991
34,After,82.44884174
34,After,93.00609955
34,After,92.54733059
72,After,255.8369699
72,After,250.2871173
72,After,150.0740449
72,After,180.4822319
34,After,127.9669823
34,After,17.54697571
34,After,147.9373375
72,After,95.72284527
34,After,47.39267708
34,After,69.21076475
34,After,97.88704564
34,After,51.35123246
72,After,350.7159982
72,After,225.9272487
72,After,239.3928336
72,After,368.6470008
34,After,225.4501335
34,After,205.6276347
34,After,13.46427603
72,After,208.8153666
34,After,109.47891
72,After,359.1960111
72,After,94.47316165
72,After,25.81133398
34,After,105.1323253
34,After,135.2057212
72,After,171.7484408
72,After,121.5289482
72,After,277.7948968
34,After,52.24880025
72,After,164.3078332
34,After,113.4313239
34,After,48.31717878
34,After,21.49842828
34,After,42.9729245
72,After,202.0694246
34,After,145.9768822
72,After,294.8087076
72,After,169.0292599
72,After,244.3324894
72,After,72.28775365
74,After,28.83102652
72,After,364.600154
72,After,231.5821226
34,After,54.64926052
72,After,48.5270306
34,After,41.60300793
34,After,81.71238335
72,After,122.6287063
34,After,46.30073008
72,After,148.0916093
72,After,238.0809864
34,After,120.1176129
72,After,179.2042526
34,After,135.7698632
72,After,150.3442919
34,After,23.06986516
72,After,267.3359768
34,After,120.622984
34,After,64.50191864
34,After,83.37209582
72,After,137.1439811
72,After,62.80340895
34,After,74.07156481
72,After,133.4102555
74,After,25.54035882
34,After,170.7643035
72,After,94.38708738
34,After,158.0924345
34,After,35.6093047
34,After,43.75493563
72,After,137.8034734
72,After,41.94383189
34,After,175.9522976
34,After,96.42842944
34,After,177.859049
72,After,96.40327609
34,After,70.00538303
72,After,216.950139
34,After,17.45309096
34,After,132.3284887
34,After,156.3813563
34,After,65.82104068
34,After,75.79000305
34,After,20.86381095
72,After,241.8332748
72,After,103.8818409
72,After,111.9917281
34,After,24.6793337
34,After,135.707692
34,After,57.27797235
72,After,434.7204906
72,After,366.4835555
72,After,247.9632145
72,After,115.5846287
34,After,104.2336952
72,After,60.49949503
34,After,65.59266768
72,After,45.3215614
34,After,62.13916032
72,After,298.0113638
72,After,39.66168556
34,After,122.9944837
72,After,180.988611
72,After,313.7565944
34,After,82.17043402
72,After,203.2810213
34,After,110.4461985
34,After,9.432053771
34,After,92.2482532
34,After,117.6651977
34,After,117.0697735
34,After,98.67375321
34,After,102.3555522
72,After,149.6905519
34,After,34.488168
34,After,37.11421171
72,After,313.4277835
72,After,301.4141585
72,After,170.0795044
72,After,102.3636643
34,After,93.35153192
72,After,187.0860785
34,After,118.2429743
34,After,55.85294867
34,After,72.29781184
34,After,123.3065785
72,After,197.7515433
72,After,19.77605139
34,After,110.7473565
34,After,154.0799134
34,After,146.5644299
72,After,183.8002646
34,After,70.06771473
34,After,50.49278757
72,After,248.8020789
72,After,53.29421195
34,After,20.99240584
34,After,13.66257102
72,After,272.6264834
34,After,172.953799
34,After,57.81956442
72,After,276.7416487
72,After,139.0560757
72,After,115.8462014
34,After,72.50480087
72,After,107.1433342
34,After,119.1361608
34,After,111.0520699
34,After,144.8544681
34,After,137.4948414
34,After,145.2188599
34,After,83.88676185
34,After,69.20334956
72,After,311.5451787
72,After,39.5282833
34,After,55.21423838
72,After,167.0622247
72,After,147.1835169
72,After,272.7423852
34,After,182.5013534
72,After,67.20819249
72,After,127.1154245
34,After,90.09544783
34,After,48.13497427
72,After,239.6182391
34,After,88.33294331
72,After,186.984722
34,After,6.901711623
72,After,277.1835007
34,After,35.79158574
34,After,58.26968915
34,After,102.3523982
72,After,112.1671528
34,After,99.35024163
34,After,134.131781
34,After,133.0170786
72,After,141.9259271
72,After,390.8711445
34,After,71.46748271
34,After,121.5517101
34,After,81.85103455
34,After,60.28562961
34,After,28.05662741
72,After,198.4236468
34,After,51.20807565
34,After,41.16840766
34,After,34.78603411
72,After,163.2405027
72,After,232.3720755
34,After,149.5815371
72,After,280.8572425
34,After,142.7237081
72,After,261.5836852
72,After,276.1778631
34,After,49.59072095
34,After,82.47899274
34,After,77.45967637
72,After,233.6744167
72,After,47.03103009
34,After,53.18259174
72,After,422.5576972
34,After,99.85501501
72,After,138.1313778
72,After,183.0293352
34,After,99.92382489
72,After,177.4625076
72,After,248.5466803
72,After,137.1163652
72,After,154.9143822
34,After,55.64667208
72,After,238.5387468
72,After,267.6271918
34,After,37.60713696
34,After,73.21337433
74,After,28.1968529
34,After,104.3148969
34,After,168.6443229
72,After,199.3743172
34,After,76.99336067
72,After,66.97423269
34,After,40.1068705
34,After,175.519053
72,After,146.5965197
72,After,274.9104599
34,After,60.7598946
34,After,187.4513007
72,After,372.0773739
72,After,96.49004743
34,After,163.5821183
34,After,88.66212385
34,After,120.5196875
72,After,251.9855873
72,After,170.7052091
34,After,47.9597894
72,After,230.5191111
34,After,141.2551036
34,After,44.31827043
34,After,128.6195362
75,After,13.50840007
72,After,164.3020104
74,After,22.19201069
34,After,96.82472662
34,After,44.42624974
72,After,353.6531114
34,After,182.3366589
34,After,122.7704432
34,After,52.97535703
72,After,289.4460831
34,After,125.2972095
72,After,96.11182499
34,After,254.6136228
72,After,142.6594096
34,After,77.25173298
34,After,47.86470825
34,After,154.6150703
72,After,71.37414977
34,After,70.97718535
34,After,171.4393043
34,After,78.09030366
34,After,155.0423229
34,After,155.4141365
34,After,15.06892531
34,After,12.40674355
34,After,23.33990075
72,After,36.0585525
34,After,53.10799326
34,After,135.7478747
34,After,128.1259938
72,After,254.7267348
34,After,25.44863794
72,After,311.6403213
34,After,62.41066339
72,After,122.9977199
34,After,37.6005889
34,After,166.7838116
34,After,82.02381457
34,After,47.833253
34,After,202.9040919
34,After,78.94115499
34,After,52.92517862
34,After,103.3602946
34,After,36.25899613
34,After,125.5111551
34,After,23.3830361
72,After,123.5506053
72,After,211.7403091
34,After,115.042791
72,After,233.191033
34,After,154.4912842
34,After,46.21097859
72,After,99.17758686
72,After,278.4541739
72,After,65.93463214
34,After,123.5585073
72,After,373.9070047
34,After,99.46052248
34,After,229.7592339
34,After,83.35917675
34,After,270.6273129
34,After,48.71723662
34,After,133.5818843
72,After,317.1658592
72,After,59.8520688
72,After,142.4292551
72,After,246.2722216
72,After,75.36930371
34,After,102.2041306
34,After,105.8440787
72,After,227.0955501
72,After,300.191978
72,After,264.112109
34,After,28.24123089
34,After,218.9649145
34,After,207.6327341
34,After,150.4525435
72,After,327.5882486
34,After,64.53256494
34,After,64.69161813
34,After,144.3881254
34,After,23.31840788
72,After,170.8037532
34,After,94.06431215
34,After,92.09326079
34,After,44.25330972
34,After,39.04343548
72,After,258.5456401
34,After,45.9363363
34,After,52.73756603
34,After,78.42577228
34,After,153.3653069
72,After,242.5508949
72,After,160.4839982
34,After,46.92520556
34,After,221.449147
34,After,56.05994359
34,After,64.28971031
34,After,145.0806724
72,After,94.43397916
72,After,122.805455
72,After,195.9939654
72,After,82.42887007
66,After,62.26849824
72,After,344.9208437
34,After,103.2965581
34,After,176.7231397
72,After,41.72581094
34,After,184.1867264
34,After,58.09375937
72,After,247.6821083
34,After,76.85880061
72,After,108.1477505
34,After,48.05169204
34,After,33.15260658
34,After,55.91081036
72,After,267.4999711
34,After,60.99986505
72,After,272.3821222
72,After,98.48022933
72,After,145.627002
34,After,73.69114357
