gene,beta,t,p,se.beta.,p_corr,gene_symbol
ENSG00000104517.12,-0.0431851450770325,-0.103341903647675,0.91769455370475,0.417886099952873,0.953085341948635,UBR5
ENSG00000104529.17,1.93415221060631,1.45825870471112,0.144813718047331,1.32634367575365,0.316475938080168,EEF1D
ENSG00000104613.11,0.371317562727291,1.05007557352734,0.293719300549336,0.35361032299798,0.48019942292163,INTS10
ENSG00000104643.9,-0.766380483343408,-1.36163371971713,0.173356944853071,0.562838942841852,0.351569746518945,MTMR9
ENSG00000104660.17,1.24280116395863,0.742300865999658,0.457929755170477,1.67425530655275,0.630143969936319,LEPROTL1
ENSG00000104671.7,-0.639809487850095,-0.232822700251954,0.815905832217587,2.74805458040694,0.891692627789913,DCTN6
ENSG00000104679.10,0.702501282107187,2.55771020415544,0.0105570824956861,0.274660233581527,0.0765141505076916,R3HCC1
ENSG00000104687.12,-0.784298164034754,-1.91374141851202,0.055693585470533,0.409824523024938,0.183757689939032,GSR
ENSG00000104689.9,0.97660311429985,1.14250892707796,0.253281270388747,0.854788169399759,0.44031080031594,TNFRSF10A
ENSG00000104691.14,2.9424964970958,3.04559827942412,0.00233074284911757,0.966147281135246,0.0376627138173836,UBXN8
ENSG00000104695.12,-0.553341642179966,-1.63291838767407,0.102530743003993,0.338866685779775,0.257135180306516,PPP2CB
ENSG00000104714.13,-0.209929188051321,-0.598489984142853,0.549532234617451,0.350764747303128,0.705017047449106,ERICH1
ENSG00000104731.13,0.927792650150978,1.01520996504622,0.310040531060018,0.913892379010226,0.49773023110184,KLHDC4
ENSG00000104738.16,1.1206523117877,2.17973800533345,0.0293098075282365,0.514122481254927,0.129599359529551,MCM4
ENSG00000104756.15,0.560461258041999,0.76928770908268,0.441748260250562,0.728545707184518,0.614381199591007,KCTD9
ENSG00000104760.16,-0.149182749571707,-0.116303406898391,0.90741539262897,1.28270317740598,0.946481295406781,FGL1
ENSG00000104763.18,-1.67658941095354,-1.95165063615057,0.0510191723633125,0.859062262424407,0.175674960553223,ASAH1
ENSG00000104774.12,2.06267680853411,2.89900364491221,0.00375503752428537,0.711512319811719,0.0478227096211087,MAN2B1
ENSG00000104814.12,0.544269003323247,0.815075083611634,0.415056819474408,0.667753209816655,0.592777388626868,MAP4K1
ENSG00000104823.8,1.89035346233167,1.08691391311582,0.277111953099581,1.73919336160917,0.464919029693192,ECH1
ENSG00000104824.16,-1.67815615524964,-0.914724172179217,0.360367681772792,1.83460348626367,0.545913630151576,HNRNPL
ENSG00000104825.16,0.280943311035886,0.192086563124619,0.847679922869919,1.46258700486832,0.909616402275908,NFKBIB
ENSG00000104835.14,0.0443584818800861,0.031792490893197,0.974638433448896,1.39525028187011,0.985965701394171,SARS2
ENSG00000104852.14,1.90932556400721,2.35022469379239,0.0187894480921904,0.812401286162247,0.102035182091054,SNRNP70
ENSG00000104853.15,2.45800074370174,2.91274110911576,0.00359394301834067,0.843878893324621,0.0471795309494543,CLPTM1
ENSG00000104859.14,0.0651446800138528,0.0544001277982285,0.956617915850011,1.1975096870264,0.974709980452375,CLASRP
ENSG00000104866.10,1.19096756882007,2.86789849474756,0.00414432111279452,0.41527535615409,0.0502782897669249,PPP1R37
ENSG00000104870.12,-0.202292238359893,-0.27115193007367,0.786282107693608,0.746047569364276,0.87372394661804,FCGRT
ENSG00000104872.10,1.57675264988269,2.58270800503671,0.00982275794042789,0.610503644549738,0.0734426623652855,PIH1D1
ENSG00000104879.4,0.415350614041089,0.909360078277524,0.363191120925131,0.456750437986931,0.548020110865627,CKM
ENSG00000104880.17,0.852653963885029,2.40803874612415,0.016063946894001,0.354086480235177,0.0939626150821244,ARHGEF18
ENSG00000104884.14,1.20749165161484,2.96615010961644,0.00302562970003226,0.407090540596742,0.0433109786875873,ERCC2
ENSG00000104886.11,1.0860225703495,3.46733553830485,0.00052877727228623,0.313215308513364,0.021429486942583,PLEKHJ1
ENSG00000104889.5,1.06679625071655,2.06438588002118,0.0390175770663283,0.516762036129409,0.150950796362633,RNASEH2A
ENSG00000104894.11,1.74811970918157,1.08986026090808,0.275811890701737,1.60398518221504,0.463976027284582,CD37
ENSG00000104897.9,0.0922461464390134,0.0787448680602515,0.937237787734422,1.17145597816522,0.96504969744212,SF3A2
ENSG00000104907.12,1.14529385806269,2.30303757563269,0.021305650009592,0.497297078510781,0.109248831691538,TRMT1
ENSG00000104915.14,-4.01244648625516,-2.75921135033991,0.0058090317463164,1.45420048586016,0.0582168763673455,STX10
ENSG00000104946.12,1.50210887072668,1.6491239969257,0.0991667120093633,0.910852594181465,0.252049906719252,TBC1D17
ENSG00000104957.13,1.17757790307873,1.39572281571544,0.162841860125636,0.843704702552352,0.338576594711011,CCDC130
ENSG00000104960.15,0.921340082579666,1.14699152020968,0.251423983641192,0.803266690595268,0.438506233431001,PTOV1
ENSG00000104964.14,2.69829856099165,2.54809215846109,0.0108523790571389,1.05894857532205,0.0771442118914153,AES
ENSG00000104969.9,1.45092323424127,2.88653035015801,0.00390696458586016,0.50265303261469,0.0489310760190824,SGTA
ENSG00000104974.11,-0.561692812667785,-0.377756893286922,0.705622551872664,1.48691611628952,0.820425673880842,LILRA1
ENSG00000104976.11,0.555815101338629,1.04285200908831,0.297052536744282,0.532976008575308,0.48409218376098,SNAPC2
ENSG00000104979.8,1.4265930105004,2.45164675097296,0.0142444689238734,0.581891746816396,0.0876393358509386,C19orf53
ENSG00000104980.7,0.84726150565237,2.10955223985634,0.03493203740701,0.401630966820746,0.142167198300857,TIMM44
ENSG00000104983.8,0.893618032228862,2.33324690642759,0.0196631163984603,0.382993342782171,0.104355969012956,CCDC61
ENSG00000104998.3,1.24350073707781,2.6886798782502,0.00719035620153757,0.462494902103068,0.0637249209246658,IL27RA
ENSG00000105053.10,-0.309247298372771,-0.281704141652458,0.778178632591984,1.09777334674154,0.869017431105381,VRK3
ENSG00000105058.11,-0.263974117354963,-0.417693291828162,0.676184076159809,0.631980744051693,0.798568128017403,FAM32A
ENSG00000105063.18,1.53483972182204,3.25545168986682,0.00113745771254469,0.47146751604378,0.0289749479638654,PPP6R1
ENSG00000105122.12,-0.661749923599082,-0.820780301179261,0.411799125612246,0.806244889952048,0.590262409622051,RASAL3
ENSG00000105127.8,0.49721177438266,0.721869071580941,0.47039887828762,0.688783872252254,0.641320201541026,AKAP8
